Instances,Session,Postcode,attend Latitude,attend Longitude,Date,Number,Location,Aattended,Total attended,Venue,Venue Postcode,venue lat,venue long,Season,Distance,sort order
9,Ask the Artist,NE26 1AF,55.0452946,-1.44514,20/08/17,3,Offsite,56,56,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,900
18,Ask the Artist,NE3 3HD,55.0107075,-1.62948,20/08/17,,Offsite,56,56,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,909
16,Ask the Artist,NE4 5LN,54.9744311,-1.63956,20/08/17,3,Offsite,56,56,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,907
17,Ask the Artist,NE4 7DQ,54.9661834,-1.6293,20/08/17,2,Offsite,56,56,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,908
12,Ask the Artist,NE5 3QB,54.9958131,-1.66848,20/08/17,,Offsite,56,56,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,903
10,Ask the Artist,NE7 7JD,54.9962942,-1.58698,20/08/17,2,Offsite,56,56,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,901
4,Ask the Artist,NE8 1QB,54.9567991,-1.61087,20/08/17,5,Offsite,56,56,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,895
5,Ask the Artist,NE8 1QQ,54.954324,-1.60697,20/08/17,4,Offsite,56,56,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,896
7,Ask the Artist,NE8 4QH,54.9503857,-1.60971,20/08/17,2,Offsite,56,56,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,898
13,Ask the Artist,PE7 8FS,52.5361014,-0.2786,20/08/17,2,Offsite,56,56,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,904
2,Ask the Artist,NE16,54.9349329,-1.68842,21/08/17,,Offsite,4A 6C 10T,10,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,378
4,Ask the Artist,NE16 4QT,54.9414657,-1.67307,21/08/17,,Offsite,4A 6C 10T,10,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,380
1,Ask the Artist,NE16 5LB,54.9225894,-1.67842,21/08/17,,Offsite,4A 6C 10T,10,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,377
3,Ask the Artist,NE21,54.9524224,-1.72826,21/08/17,,Offsite,4A 6C 10T,10,Blaydon Childrens Centre,NE21 5BT,54.96467,-1.71207,Summer 17,,379
9,Ask the Artist,NE10 8LD,54.9357765,-1.56078,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,389
14,Ask the Artist,NE10 9RQ,54.9416641,-1.58207,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,394
19,Ask the Artist,NE6 5BE,54.9805095,-1.5875,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,399
15,Ask the Artist,NE8 3RX,54.9521642,-1.59106,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,395
4,Ask the Artist,NE8 3SB,54.9511422,-1.59035,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,384
3,Ask the Artist,NE8 3UY,54.9504966,-1.59264,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,383
8,Ask the Artist,NE8 4JR,54.9484893,-1.59946,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,388
2,Ask the Artist,NE8 4TX,54.9453642,-1.61484,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,382
21,Ask the Artist,NE9 5BB,54.9468681,-1.59873,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,401
17,Ask the Artist,NE9 5BE,54.9459612,-1.59777,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,397
5,Ask the Artist,NE9 5BY,54.9480229,-1.59731,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,385
18,Ask the Artist,NE9 5PA,54.9485823,-1.58303,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,398
6,Ask the Artist,NE9 5PN,54.9441173,-1.58969,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,386
1,Ask the Artist,NE9 5QE,54.9431107,-1.58888,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,381
13,Ask the Artist,NE9 5RX,54.9383071,-1.58633,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,393
10,Ask the Artist,NE9 5YJ,54.9393096,-1.59431,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,390
11,Ask the Artist,NE9 6HH,54.9346669,-1.60452,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,391
20,Ask the Artist,NE9 6JA,54.9315811,-1.59818,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,400
16,Ask the Artist,NE9 6NW,54.9231026,-1.59716,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,396
7,Ask the Artist,NE9 6RG,54.9219697,-1.59915,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,387
12,Ask the Artist,NE9 7XF,54.9215615,-1.57453,22/08/17,,Offsite,20A 32C 52T,52,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,392
7,Ask the Artist,DH3 1RG,54.8980894,-1.56403,23/08/17,2,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,408
8,Ask the Artist,NE10 0WZ,54.9581744,-1.60113,23/08/17,3,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,409
2,Ask the Artist,NE10 8UN,54.9448193,-1.54203,23/08/17,2,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,403
3,Ask the Artist,NE10 9NA,54.9523887,-1.56879,23/08/17,1,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,404
1,Ask the Artist,NE11,54.916571,-1.63012,23/08/17,4,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,402
11,Ask the Artist,NE8 1NR,54.9560917,-1.6037,23/08/17,4,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,412
12,Ask the Artist,NE8 1XN,54.9552015,-1.61317,23/08/17,4,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,413
9,Ask the Artist,NE8 2PW,54.9555747,-1.62208,23/08/17,4,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,410
4,Ask the Artist,NE8 3BU,54.9573888,-1.58639,23/08/17,2,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,405
10,Ask the Artist,NE8 4DR,54.9549065,-1.60546,23/08/17,3,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,411
6,Ask the Artist,NE9 6HE,54.9342732,-1.60502,23/08/17,2,Offsite,31,31,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,407
10,Ask the Artist,DH2 1TP,54.8875743,-1.60234,24/08/17,,Offsite,30,30,Thought Foundation,DH3 2TB,54.88849,-1.57693,Summer 17,,423
6,Ask the Artist,DH3 3NF,54.8503816,-1.57066,24/08/17,,Offsite,30,30,Thought Foundation,DH3 2TB,54.88849,-1.57693,Summer 17,,419
5,Ask the Artist,DL13 3AE,54.7300245,-1.88293,24/08/17,,Offsite,30,30,Thought Foundation,DH3 2TB,54.88849,-1.57693,Summer 17,,418
2,Ask the Artist,NE10 0JP,54.9529251,-1.56603,24/08/17,,Offsite,30,30,Thought Foundation,DH3 2TB,54.88849,-1.57693,Summer 17,,415
1,Ask the Artist,NE10 8PY,54.9424209,-1.54912,24/08/17,,Offsite,30,30,Thought Foundation,DH3 2TB,54.88849,-1.57693,Summer 17,,414
9,Ask the Artist,NE10 8XB,54.9463284,-1.54337,24/08/17,,Offsite,30,30,Thought Foundation,DH3 2TB,54.88849,-1.57693,Summer 17,,422
3,Ask the Artist,NE10 8XY,54.938578,-1.53383,24/08/17,,Offsite,30,30,Thought Foundation,DH3 2TB,54.88849,-1.57693,Summer 17,,416
7,Ask the Artist,NE16 6JQ,54.9042264,-1.73729,24/08/17,,Offsite,30,30,Thought Foundation,DH3 2TB,54.88849,-1.57693,Summer 17,,420
4,Ask the Artist,NE3 2RE,55.012114,-1.66906,24/08/17,,Offsite,30,30,Thought Foundation,DH3 2TB,54.88849,-1.57693,Summer 17,,417
8,Ask the Artist,NE38 7AU,54.8962598,-1.51304,24/08/17,,Offsite,30,30,Thought Foundation,DH3 2TB,54.88849,-1.57693,Summer 17,,421
14,Ask the Artist,NE9 5BD,54.9462206,-1.59918,24/08/17,,Offsite,30,30,Thought Foundation,DH3 2TB,54.88849,-1.57693,Summer 17,,427
12,Ask the Artist,NE9 5EQ,54.9362722,-1.59761,24/08/17,,Offsite,30,30,Thought Foundation,DH3 2TB,54.88849,-1.57693,Summer 17,,425
11,Ask the Artist,NE9 6AB,54.9316551,-1.60221,24/08/17,,Offsite,30,30,Thought Foundation,DH3 2TB,54.88849,-1.57693,Summer 17,,424
13,Ask the Artist,SR3 2XJ,54.8606599,-1.40225,24/08/17,,Offsite,30,30,Thought Foundation,DH3 2TB,54.88849,-1.57693,Summer 17,,426
9,Ask the Artist,NE10 9DS,54.945279,-1.56751,25/08/17,3,Offsite,49,49,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,436
7,Ask the Artist,NE11 0EH,54.9273702,-1.60845,25/08/17,2,Offsite,49,49,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,434
2,Ask the Artist,NE8 3UX,54.9508391,-1.59239,25/08/17,3,Offsite,49,49,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,429
13,Ask the Artist,NE9,54.9238199,-1.5814,25/08/17,3,Offsite,49,49,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,440
3,Ask the Artist,NE9 5AB,54.947298,-1.59962,25/08/17,2,Offsite,49,49,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,430
14,Ask the Artist,NE9 5DL,54.9427383,-1.59873,25/08/17,3,Offsite,49,49,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,441
4,Ask the Artist,NE9 5DP,54.9443463,-1.59343,25/08/17,2,Offsite,49,49,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,431
8,Ask the Artist,NE9 5HU,54.9314943,-1.59726,25/08/17,2,Offsite,49,49,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,435
11,Ask the Artist,NE9 5LD,54.946941,-1.59092,25/08/17,2,Offsite,49,49,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,438
1,Ask the Artist,NE9 5QT,54.941037,-1.58665,25/08/17,4,Offsite,49,49,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,428
6,Ask the Artist,NE9 5YL,54.9398818,-1.59437,25/08/17,2,Offsite,49,49,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,433
16,Ask the Artist,NE9 6QX,54.9406849,-1.58402,25/08/17,3,Offsite,49,49,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,443
10,Ask the Artist,NE9 6TB,54.9319263,-1.59353,25/08/17,4,Offsite,49,49,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,437
15,Ask the Artist,NE9 7DG,54.9234287,-1.58268,25/08/17,5,Offsite,49,49,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,442
5,Ask the Artist,NE9 7JH,54.9238121,-1.57412,25/08/17,2,Offsite,49,49,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,432
3,Ask the Artist,CB21 5BG,52.1835495,0.21702,26/08/17,,Onsite,60,60,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,913
5,Ask the Artist,E18 2AP,51.5877406,0.02481,26/08/17,,Onsite,60,60,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,915
8,Ask the Artist,NE12 6HP,55.0369209,-1.55393,26/08/17,,Onsite,60,60,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,918
10,Ask the Artist,NE12 7ET,55.030771,-1.5859,26/08/17,,Onsite,60,60,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,920
4,Ask the Artist,NE23,55.0635417,-1.53988,26/08/17,,Onsite,60,60,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,914
6,Ask the Artist,NE26 2ST,55.0418227,-1.44406,26/08/17,,Onsite,60,60,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,916
12,Ask the Artist,NE27 0NR,55.034333,-1.51147,26/08/17,,Onsite,60,60,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,922
13,Ask the Artist,NE27 0RP,55.0343703,-1.51977,26/08/17,,Onsite,60,60,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,923
19,Ask the Artist,NE3,55.0108199,-1.65707,26/08/17,,Onsite,60,60,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,929
11,Ask the Artist,NE3 2XY,55.0210953,-1.66569,26/08/17,,Onsite,60,60,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,921
9,Ask the Artist,NE3 4EU,55.005084,-1.62355,26/08/17,,Onsite,60,60,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,919
18,Ask the Artist,NE33,55.0064938,-1.43345,26/08/17,,Onsite,60,60,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,928
14,Ask the Artist,NE4 5QF,54.9727346,-1.62685,26/08/17,,Onsite,60,60,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,924
7,Ask the Artist,NE42 6AX,54.9711255,-1.86106,26/08/17,,Onsite,60,60,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,917
1,Ask the Artist,NE45,54.975539,-2.01934,26/08/17,,Onsite,60,60,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,911
16,Ask the Artist,NG7 1BD,52.95185,-1.16392,26/08/17,,Onsite,60,60,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,926
15,Ask the Artist,SK7 2PU,53.3691444,-2.16506,26/08/17,,Onsite,60,60,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,925
14,Ask the Artist,NE12 5BJ,55.0422327,-1.57038,27/08/17,,Onsite,88,88,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,943
3,Ask the Artist,NE16 5ED,54.9150588,-1.68373,27/08/17,,Onsite,88,88,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,932
9,Ask the Artist,NE16 6NQ,54.908639,-1.72591,27/08/17,,Onsite,88,88,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,938
6,Ask the Artist,NE20 9LX,55.0296012,-1.77224,27/08/17,,Onsite,88,88,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,935
5,Ask the Artist,NE21 6HD,54.9519533,-1.73749,27/08/17,,Onsite,88,88,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,934
8,Ask the Artist,NE3 1SS,55.0066021,-1.60203,27/08/17,,Onsite,88,88,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,937
12,Ask the Artist,NE5 1RY,54.9985969,-1.7116,27/08/17,,Onsite,88,88,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,941
13,Ask the Artist,NE6 5NN,54.9789971,-1.58483,27/08/17,,Onsite,88,88,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,942
7,Ask the Artist,NE6 5SJ,54.9888326,-1.57233,27/08/17,,Onsite,88,88,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,936
4,Ask the Artist,NE9 6PU,54.9255556,-1.58913,27/08/17,,Onsite,88,88,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,933
2,Ask the Artist,SW7 4LT,51.4930419,-0.18358,27/08/17,,Onsite,88,88,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,931
13,Ask the Artist,DL1,54.5180259,-1.55267,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,957
1,Ask the Artist,DL3 0UR,54.5515246,-1.57438,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,945
17,Ask the Artist,NE12 8LQ,55.0114111,-1.57859,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,961
22,Ask the Artist,NE20 9QE,55.0556178,-1.7496,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,966
12,Ask the Artist,NE22 5SZ,55.1276903,-1.59626,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,956
10,Ask the Artist,NE24 3UB,55.1153242,-1.51331,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,954
23,Ask the Artist,NE26 3PL,55.0439745,-1.45414,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,967
4,Ask the Artist,NE3 1YN,55.0066333,-1.60737,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,948
5,Ask the Artist,NE3 2UY,55.0159775,-1.6732,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,949
18,Ask the Artist,NE30 4PE,55.0348991,-1.43649,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,962
11,Ask the Artist,NE4 8AT,54.971434,-1.6535,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,955
7,Ask the Artist,NE4 9DN,54.9828923,-1.64859,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,951
2,Ask the Artist,NE45 5DF,54.9761441,-2.01633,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,946
21,Ask the Artist,NE5 3NY,54.9914924,-1.66787,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,965
9,Ask the Artist,NE61 1JF,55.1717713,-1.68829,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,953
19,Ask the Artist,NE61 6XL,55.180111,-1.64083,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,963
20,Ask the Artist,NE8 1SR,54.9528573,-1.6065,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,964
16,Ask the Artist,NE9 6JN,54.9262101,-1.60256,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,960
14,Ask the Artist,RG21,51.2582897,-1.09959,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,958
6,Ask the Artist,W4 5NN,51.5036198,-0.26471,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,950
8,Ask the Artist,YO17 8NW,54.1281241,-0.72433,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,952
15,Ask the Artist,YO30,53.9644552,-1.08782,28/08/17,,Onsite,77,77,BALTIC,NE8 3BA,54.96921,-1.59828,Summer 17,,959
2,Ask the Artist,NE10 0BN,54.9506869,-1.57249,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,445
15,Ask the Artist,NE10 8NL,54.935747,-1.5544,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,458
13,Ask the Artist,NE10 8XH,54.9445694,-1.54374,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,456
18,Ask the Artist,NE11 0DJ,54.9372788,-1.63272,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,461
8,Ask the Artist,NE8 3RH,54.9529421,-1.59284,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,451
5,Ask the Artist,NE8 3TX,54.9511057,-1.59139,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,448
19,Ask the Artist,NE8 3UD,54.9491853,-1.58523,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,462
12,Ask the Artist,NE9,54.9325867,-1.59405,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,455
7,Ask the Artist,NE9,54.9339256,-1.59152,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,450
14,Ask the Artist,NE9,54.9339038,-1.59248,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,457
17,Ask the Artist,NE9 5BA,54.947092,-1.59757,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,460
1,Ask the Artist,NE9 5LA,54.9487821,-1.59326,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,444
10,Ask the Artist,NE9 5QT,54.9415743,-1.58492,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,453
3,Ask the Artist,NE9 5RB,54.9385416,-1.58896,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,446
4,Ask the Artist,NE9 5TA,54.9422136,-1.59923,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,447
6,Ask the Artist,NE9 6EG,54.9220614,-1.59964,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,449
9,Ask the Artist,NE9 6QP,54.9404984,-1.58157,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,452
16,Ask the Artist,NE9 6TU,54.932552,-1.59474,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,459
11,Ask the Artist,NE9 6UZ,54.9231372,-1.59904,29/08/17,,Offsite,16A 27C 43T,43,Deckham Childrens Centre,NE9 5PA,54.94782,-1.58344,Summer 17,,454
10,Art Schools,BD18 3BY,53.8292101,-1.78056,30/08/17,2,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,472
112,Art Schools,BD20 9AA,53.9181527,-1.95655,30/08/17,1,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,574
58,Art Schools,CA1 2TS,54.889429,-2.90582,30/08/17,3,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,520
51,Art Schools,CA2,54.8759039,-2.95956,30/08/17,3,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,513
37,Art Schools,CA2 6LT,54.8757515,-2.96244,30/08/17,3,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,499
77,Art Schools,CM6 1DF,51.8733821,0.35863,30/08/17,4,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,539
106,Art Schools,DH2 2XJ,54.8509671,-1.59848,30/08/17,9,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,568
12,Art Schools,DH3 1BE,54.8991909,-1.57389,30/08/17,2,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,474
5,Ask the Artist,DH3 1RL,54.9004451,-1.56208,30/08/17,,Offsite,35,35,Gateshead Central Library,NE8 4LN,54.95143,-1.6017,Summer 17,,589
85,Art Schools,DH8,54.8369724,-1.96597,30/08/17,4,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,547
121,Art Schools,DH8,54.8358318,-1.96847,30/08/17,1,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,583
62,Art Schools,DL16,54.6969945,-1.61824,30/08/17,4,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,524
53,Art Schools,DL3,54.5496202,-1.57472,30/08/17,3,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,515
8,Art Schools,DN9,53.496694,-0.88932,30/08/17,2,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,470
38,Art Schools,GL50 2SL,51.8862425,-2.08637,30/08/17,3,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,500
3,Art Schools,HU6 8AG,53.7782819,-0.3804,30/08/17,5,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,465
61,Art Schools,LS16,53.8690286,-1.59333,30/08/17,4,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,523
70,Art Schools,M25 9TD,53.5183472,-2.29379,30/08/17,3,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,532
95,Art Schools,NE1 8BE,54.9746007,-1.61061,30/08/17,1,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,557
74,Art Schools,NE10 8UU,54.9469158,-1.54446,30/08/17,3,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,536
100,Art Schools,NE11,54.9154622,-1.6318,30/08/17,2,Offsite,411,411,Quayside Seaside,NE1 3LA,54.96988,-1.60355,Summer 17,,562
